	uri	relation1.possiblyIdentical	headword.en	DELETE	headword.syr	sourceURI.headword.syr	DELETE	DELETE	citedRange.headword.syr	citationUnit.headword.syr	anonymousDesc.syr	sourceURI.anonymousDesc.syr	citedRange.anonymousDesc.syr	citationUnit.anonymousDesc.syr	DELETE	DELETE	gender1	sourceURI.gender1	citedRange.gender1	abstract.en	sourceURI.abstract.en	citedRange.abstract.en	date1	notBefore.date1	notAfter.date1	type.date1	sourceURI.date1	citedRange.date1	date2	date2.notBefore	date2.notAfter	date2.type	sourceURI.date2	citedRange.date2	name1.en	sourceURI.name1	DELETE?	citedRange.name1	citationUnit.name1	idno
			John III Scholasticus (patriarch of Constantinople)		ܝܘܚܢܢ ܕܡܢ ܣܪܡܝܢ	9KL93RUC	6; 10; 12; 13; 14; 15; 16; 18; 19; 21; 24; 27; 31; 32; 35; 37; 45; 46; 47; 52; 53; 55; 56; 57; 65; 66; 73; 75; 78; 89; 90; 91; 92; 93; 95; 97; 98; 99; 100; 104; 108; 109; 110; 116; 121; 137; 143; 172; 261; 262	3.1.5; 3.1.11; 3.1.12; 3.1.13; 3.1.14; 3.1.16; 3.1.17; 3.1.18; 3.1.19; 3.1.21; 3.1.24; 3.1.25; 3.1.27; 3.1.34; 3.1.36; 3.1.37; 3.1.38; 3.1.42; 3.2.2; 3.2.3; 3.2.7; 3.2.8; 3.2.11; 3.2.13; 3.2.17; 3.2.25; 3.2.26; 3.2.27; 3.2.28; 3.2.29; 3.2.31; 3.2.32; 3.2.33; 3.2.34; 3.2.39; 3.2.41; 3.2.42; 3.2.43; 3.2.51; 3.3.2; 3.3.12; 3.3.17; 3.3.39; 3.5.11	6; 10; 12; 13; 14; 15; 16; 18; 19; 21; 24; 27; 31; 32; 35; 37; 45; 46; 47; 52; 53; 55; 56; 57; 65; 66; 73; 75; 78; 89; 90; 91; 92; 93; 95; 97; 98; 99; 100; 104; 108; 109; 110; 116; 121; 137; 143; 172; 261; 262#3.1.5; 3.1.11; 3.1.12; 3.1.13; 3.1.14; 3.1.16; 3.1.17; 3.1.18; 3.1.19; 3.1.21; 3.1.24; 3.1.25; 3.1.27; 3.1.34; 3.1.36; 3.1.37; 3.1.38; 3.1.42; 3.2.2; 3.2.3; 3.2.7; 3.2.8; 3.2.11; 3.2.13; 3.2.17; 3.2.25; 3.2.26; 3.2.27; 3.2.28; 3.2.29; 3.2.31; 3.2.32; 3.2.33; 3.2.34; 3.2.39; 3.2.41; 3.2.42; 3.2.43; 3.2.51; 3.3.2; 3.3.12; 3.3.17; 3.3.39; 3.5.11	p#ch	ܐܦܝܣܩܘܦܐ / ܦܛܪܝܪܟܐ	9KL93RUC	8; 12; 30; 34; 38; 39; 41; 55; 56; 58; 63; 77; 86; 90; 93; 96; 105; 109; 118; 124; 255#3.1.9; 3.1.12; 3.1.23; 3.1.24; 3.1.28; 3.1.29; 3.1.30; 3.2.2; 3.2.4; 3.2.6; 3.2.15; 3.2.23; 3.2.26; 3.2.28; 3.2.29; 3.2.39; 3.2.42; 3.3.3; 3.5.3	p#ch	8; 12; 30; 34; 38; 39; 41; 55; 56; 58; 63; 77; 86; 90; 93; 96; 105; 109; 118; 124; 255	3.1.9; 3.1.12; 3.1.23; 3.1.24; 3.1.28; 3.1.29; 3.1.30; 3.2.2; 3.2.4; 3.2.6; 3.2.15; 3.2.23; 3.2.26; 3.2.28; 3.2.29; 3.2.39; 3.2.42; 3.3.3; 3.5.3	http://syriaca.org/keyword/male	9KL93RUC	6; 10; 12; 13; 14; 15; 16; 18; 19; 21; 24; 27; 31; 32; 35; 37; 45; 46; 47; 52; 53; 55; 56; 57; 65; 66; 73; 75; 78; 89; 90; 91; 92; 93; 95; 97; 98; 99; 100; 104; 108; 109; 110; 116; 121; 137; 143; 172; 261; 262	John originated from the village of Sirimis/Sirmin to the south-east of Antioch. He enjoyed a legal education (hence his title Scholasticus) and is famous for his compilation of canon law. As priest, he was sent to Constantinople as the ambassador of the patriarchate of Antioch and made patriarch of Constantinople on 1 February 565. He appears frequently in John of Ephesus' Ecclesiastical History, where he is depicted as one of the main instigators of the persecution of the miaphysites in the 570s.	7K28WD3W	671-672	565-577	0565-02-01	0577-08-31	floruit	BJFJXJJE	1047	0577-08-31			death	BJFJXJJE	1047	Ioannes	7K28WD3W	PLRE 3	Ioannes 78#671-672	entry#p	https://en.wikipedia.org/wiki/John_Scholasticus
			John III (pope)								ܦܦܐ ܕܪܗܘܡܐ	9KL93RUC	34#3.1.24	p#ch	34	3.1.24	http://syriaca.org/keyword/male	9KL93RUC	34	John was born as Catelinus and originated from a senatorial family. Upon his consecration as pope in 561, he adopted the regnal name John III.	5NGBBQSB	1098	561-574	0561-07-17		floruit	5NGBBQSB	1098	0574-07-13			death	5NGBBQSB	1098	Iohannes	5NGBBQSB	Pros. Chret. Italie	Iohannes 53#1098	entry#p	https://en.wikipedia.org/wiki/Pope_John_III
			John IV Nesteutes (patriarch of Constantinople)		ܝܘܚܢܢ	9KL93RUC	119; 120; 172; 265	3.3.39; 3.5.15	119; 120; 172; 265#3.3.39; 3.5.15	p#ch	ܦܛܪܝܪܟܐ / ܐܦܝܣܩܘܦܐ	9KL93RUC	265; 267; 271; 272#3.5.15; 3.5.17; 3.5.21	p#ch	265; 267; 271; 272	3.5.15; 3.5.17; 3.5.21	http://syriaca.org/keyword/male	9KL93RUC	119; 120; 172; 265	"John was an ascetic, living in extreme poverty, which brought him great fame in Constantinople. His nickname ""Nesteutes"" (the Faster) stems from his ascetic rigour. Because of his general acceptance as a holy man, Tiberius decided to make him patriarch after the death of Eutychius in April 582. He was close to the emperor Maurice and fought against supposed pagans in Constantinople, as is remembered in Joh. Eph., EH 5.15."	BJFJXJJE	1049	582-595	0582-04-12	0595-09-02	floruit	BJFJXJJE	1049	0595-09-02			death	BJFJXJJE	1049	Iohannes IV Ieiunator	JLMCGNS9	CPG	7555-7556#III, 411-412	entry#p	https://en.wikipedia.org/wiki/John_IV_of_Constantinople
			John IV (patriarch of Alexandria)		ܝܘܚܢܢ	9KL93RUC	49; 217	3.1.40; 3.4.37	49; 217#3.1.40; 3.4.37	p#ch							http://syriaca.org/keyword/male	9KL93RUC	49; 217	John held the high rank of patricius, suggesting a military career, and was appointed Chalcedonian patriarch of Alexandria in 570. Joh. Eph., EH 4.37, remembers that he arrested miaphysite clerics and sent them to Constantinople towards the end of the 570s.	7K28WD3W	674-675	570-c.580	0570-01-01		floruit	9KL93RUC	49		0580-09-26	0581-09-25	death	9KL93RUC	49	Ioannes	7K28WD3W	PLRE 3	Ioannes 85#674-675	entry#p	https://en.wikipedia.org/wiki/Patriarch_John_IV_of_Alexandria
	2449		John of Antioch		ܝܘܚܢܢ	9KL93RUC	19	3.1.17	19#3.1.17	p#ch							http://syriaca.org/keyword/male	9KL93RUC	19	John was bishop of Antioch and a supporter of the dyophysite theology of Nestorius of Constantinople. This brought him into conflict with Cyril of Alexandria who condemned Nestorius at the council of Ephesus in 431. Peace between the episcopal sees of Antioch and Alexandria was restored in 433 when John accepted the condemnation of Nestorius.	5NKETXXN	V, 1062	429-441	0429-01-01		floruit	5NKETXXN	V, 1062		0441-01-01	0441-12-31	death	5NKETXXN	V, 1062	Iohannes Antiochenus	JLMCGNS9	CPG	6301-6360#III, 219-231	entry#p	https://en.wikipedia.org/wiki/John_I_of_Antioch
			John of Cellia		ܝܘܚܢܢ	9KL93RUC	193	3.4.11	193#3.4.11	p#ch							http://syriaca.org/keyword/male	9KL93RUC	193	The miaphysite John was bishop of Cellia in the north-western Delta. First, he accepted the ordination of Theodore as new patriarch in 575, yet only a few weeks later, he consecrated Peter together with the two Antonini from Syria. Joh. Eph., EH 4.11, doubts the validity of this ordination since John of Cellia was apparently accused of some kind of uncanonical behaviour at the time.	NGTH294X	162; 167	570s			floruit	NGTH294X	162 and 167												
			John of Chalcis		ܝܘܚܢܢ ܕܡܢ ܕܝܪܐ ܕܡܪܝ ܒܣ	9KL93RUC	189	3.4.10	189#3.4.10	p#ch							http://syriaca.org/keyword/male	9KL93RUC	189	The miaphysite John was nominally bishop of Chalcis on the Euphrates. Joh. Eph., EH 4.10 calls him 'John from the monastery of Mar Bassos'. This monastery, located in north-western Syria, likely was his main residence. Together with George of Beth Urtaye and Longinus, John ordained Theodore of Rhamnis patriarch of Alexandria in 575.	MBTEGB67	188-190	c.560-c.580			floruit	MBTEGB67	188-190												
	3220		John of Dara/Amida								ܪܝܫ ܕܝܪܐ ܕܩܪܬܡܝܢ	9KL93RUC	213; 214#3.4.33	p#ch	213; 214	3.4.33	http://syriaca.org/keyword/male	9KL93RUC	213; 214	John was a miaphysite bishop ordained by Jacob Burd'oyo in the late 560s. He was archimandrite of the monastery of Qartmin in Tur Abdin in northern Mesopotamia and probably resided there also during his time as bishop of Dara. Honigmann argues that he was bishop of Dara until the Persian sack of the city in 573, and then bishop of Amida. Joh. Eph., EH 4.33, mentions that he was, in 578, one of the eight conpanions of Jacob Burd'oyo on his final trip to Egypt and that he died a few days before Jacob in the monastery of Casion on the Egyptian border.	MBTEGB67	239-241	c.566-578			floruit	MBTEGB67	239-241	0578-07-28			death	MBTEGB67	239-241						
	74		John of Ephesus		ܝܘܚܢܢ	9KL93RUC	19; 52; 53; 58; 59; 61; 64; 65; 74; 107; 111; 141; 142; 169; 170; 171; 228; 252; 253; 258	3.1.17; 3.2.4; 3.2.5; 3.2.6; 3.2.7; 3.2.13; 3.2.41; 3.2.44; 3.3.15; 3.3.16; 3.3.36; 3.3.37; 3.4.45; 3.5.1; 3.5.7	19; 52; 53; 58; 59; 61; 64; 65; 74; 107; 111; 141; 142; 169; 170; 171; 228; 252; 253; 258#3.1.17; 3.2.4; 3.2.5; 3.2.6; 3.2.7; 3.2.13; 3.2.41; 3.2.44; 3.3.15; 3.3.16; 3.3.36; 3.3.37; 3.4.45; 3.5.1; 3.5.7	p#ch	ܡܟܬܒܢܐ	9KL93RUC	40; 74; 115; 116; 229#3.1.30; 3.2.13; 3.2.50; 3.4.46	p#ch	40; 74; 115; 116; 229	3.1.30; 3.2.13; 3.2.50; 3.4.46	http://syriaca.org/keyword/male	9KL93RUC	19; 52; 53; 58; 59; 61; 64; 65; 74; 107; 111; 141; 142; 169; 170; 171; 228; 252; 253; 258	Born in 507 in Roman Mesopotamia, John became a monk already in his childhood. Since the late 530s, he mainly lived in Constantinople where he enjoyed good relations with Justinian despite his miaphysite convictions. John earned fame with his missionary campaigns in Asia Minor and rose, in 558, to become bishop and one of the miaphysite leaders in Constantinople. John participated in the debates to find a formula of faith that could be accepted by both the miaphysites and the Chalcedonians. He was a victim of the miaphysite persecution starting in 571 and repeatedly imprisoned until his death in about 589. He wrote the Lives of the Eastern Saints, a collection of hagiographic tales, and a large Ecclesiastical History, of which the third part dealing with the events of the 570s and 580s has been preserved.	WJWVUEP5	494-519	558-588	0558-01-01		floruit	WJWVUEP5	494-519		0588-01-01		death	WJWVUEP5	494-519	Ioannes	WJWVUEP5	Pros. Chret.	Ioannes 43#494-519	entry#p	https://en.wikipedia.org/wiki/John_of_Ephesus
			John Mystacon		ܝܘܚܢܢ	9KL93RUC	332	3.6.28	332#3.6.28	p#ch							http://syriaca.org/keyword/male	9KL93RUC	332	John, nicknamed Mystacon (the mustachioed), was a Roman general in the war against Persia from the late 570s to 591. Joh. Eph., EH 6.28, records that he and Cours together inflicted a defeat on the Persians in Armenia in 579.	7K28WD3W	679-681	579-591			floruit	7K28WD3W	679-681		0591-12-31		death	7K28WD3W	679-681	Ioannes Mystacon	7K28WD3W	PLRE 3	Ioannes 101#679-681	entry#p	https://en.wikipedia.org/wiki/John_Mystacon
	576		John Philoponus (the Grammarian)		ܝܘܚܢܢ ܓܪܡܛܝܩܘܣ	9KL93RUC	117; 143; 256; 260	3.2.51; 3.3.17; 3.5.5; 3.5.9	117; 143; 256; 260#3.2.51; 3.3.17; 3.5.5; 3.5.9	p#ch							http://syriaca.org/keyword/male	9KL93RUC	117; 143; 256; 260	One of the most important late antique philosophers and Aristotelian commentators, John Philoponus was also a prolific theologian. He was a miaphysite and, based on his Aristotelian background, became one of the main proponents of tritheism in the 560s. He also argued that new bodies would be created at the Last Judgement. These ideas were considered as heretical by miaphysite authors, for instance in Joh. Eph., EH 2.51.	N42AM4Q2	832-833	c.490-c.570			floruit	N42AM4Q2	832-833							Iohannes Philoponus	JLMCGNS9	CPG	7260-7279#III, 366-367	entry#p	https://en.wikipedia.org/wiki/John_Philoponus
	3223		John of Sura		ܝܘܚܢܢ	9KL93RUC	209	3.4.22	209#3.4.22	p#ch							http://syriaca.org/keyword/male	9KL93RUC	209	John was miaphysite bishop of the town of Sura close to the Euphrates, yet he continually resided in the monastery of Mar Hanina which was located not far from the city. In the schism between Paul of Antioch and Jacob Burd'oyo in the late 570s, he supported Jacob, as is shown in Joh. Eph., EH 4.22.	MBTEGB67	191-192	c.566-c.576			floruit	MBTEGB67	191												
			John (husband of Ino)		ܝܘܚܢܢ	9KL93RUC	132	3.3.8	132#3.3.8	p#ch							http://syriaca.org/keyword/male	9KL93RUC	132	John was an optio in the Roman army and the first husband of Ino and father of an anonymous daughter who was betrothed to Tiberius. Both he and his daughter died, after which his widow Ino married Tiberius, as is narrated in Joh. Eph., EH 3.8.	7K28WD3W	60	mid-6th century			floruit	7K28WD3W	60												
			John (grandson of Theodora)		ܝܘܚܢܢ	9KL93RUC	72; 73; 215; 306	3.2.11; 3.2.12; 3.4.35; 3.6.12	72; 73; 215; 306#3.2.11; 3.2.12; 3.4.35; 3.6.12	p#ch							http://syriaca.org/keyword/male	9KL93RUC	72; 73; 215; 306	A scion of the family of the emperor Anastasius and grandson of Theodora, John was a honorary consul and belonged to the top echelons of the imperial hierarchy. Joh. Eph., EH 2.11, records that he was a miaphysite and refused to take the Chalcedonian communion. In 4.35 and 6.12, he is named as one of the envoys sent to the Persian border for peace negotiations.	7K28WD3W	676-677	571-577			floruit	7K28WD3W	676-677		0577-12-31		death	7K28WD3W	676-677	Ioannes	7K28WD3W	PLRE 3	Ioannes 90#676-677	entry#p	
			John (Roman general)		ܝܘܚܢܢ	9KL93RUC	288	3.6.5	288#3.6.5	p#ch							http://syriaca.org/keyword/male	9KL93RUC	288	John, son of Timostratus, was, together with Sergius, in command of Dara during the Persian siege of 573. Joh. Eph., EH 6.5, records that after the fall of Dara, he entered into Persian service.	7K28WD3W	675	573			floruit	7K28WD3W	675		0573-12-31		death	7K28WD3W	675	Ioannes	7K28WD3W	PLRE 3	Ioannes 87#675	entry#p	
			Joseph of Seleucia-Ctesiphon								ܩܬܘܠܝܩܐ ܕܢܣܛܘܪ̈ܝܢܘ	9KL93RUC	316; 317#3.6.20	p#ch	316; 317	3.6.20	http://syriaca.org/keyword/male	9KL93RUC	316; 317	Joseph led, as bishop of the Sasanian capital Ctesiphon, the Church of the East in the mid-6th century. Joh. Eph., EH 6.20, records that Khusrow invited both him and his miaphysite opponent Ahudemmeh for religious disputations. Apparently, the king declared Ahudemmeh as the victor. Joseph was deposed by discontent bishops in the late 560s and died soon afterwards.	N42AM4Q2	36–37	552-567			floruit	N42AM4Q2	36-37												https://en.wikipedia.org/wiki/Joseph_of_Seleucia-Ctesiphon
	579		Julian of Halicarnassus		ܝܘܠܝܢܣ	9KL93RUC	49; 239	3.1.40; 3.4.53	49; 239#3.1.40; 3.4.53	p#ch							http://syriaca.org/keyword/male	9KL93RUC	49; 239	Julian was originally a collaborator of Severus of Antioch and bishop of Halicarnassus. After the accession of Justin I in 518, he was, as an opponent of Chalcedon, forced into exile and went to Egypt together with Severus. There, he clashed with his former mentor since he argued that Christ's body had always been immune to corruption and suffering, a notion fiercely contested by Severus. This conflict ushered in a lasting split among the miaphysites; the followers of Julian, known as Julianists or aphthartists, remained especially strong in Egypt during the remainder of the sixth century.	WJWVUEP5	546-561	early 6th century			floruit	WJWVUEP5	546-561		0521-01-01	0527-12-31	death	WJWVUEP5	546-561	Ioulianos		Pros. Chret.			https://en.wikipedia.org/wiki/Julian_of_Halicarnassus
			Julian (missionary of the Nobades)		ܝܘܠܝܢܐ	9KL93RUC	183; 184; 186; 187; 233	3.4.6; 3.4.7; 3.4.8; 3.4.49	183; 184; 186; 187; 233#3.4.6; 3.4.7; 3.4.8; 3.4.49	p#ch							http://syriaca.org/keyword/male	9KL93RUC	183; 184; 186; 187; 233	Joh. Eph., EH 4.6-7, recounts how the miaphysite Julian was dispatched by Theodora to convert the people of the Nobades in Nubia. This took place in the late 530s or 540s. He returned after two years and died a short time before Theodosius of Alexandria in 566.	MBTEGB67	225	c.540-566			floruit	MBTEGB67	225		0566-06-05		death	MBTEGB67	225						
			Julian (urban prefect)		ܝܘܠܝܢܐ	9KL93RUC	163	3.3.32	163#3.3.32	p#ch	ܗܘܦܪܟܐ	9KL93RUC	163; 164; 167; 168#3.3.32; 3.3.34; 3.3.35	p#ch	163; 164; 167; 168	3.3.32; 3.3.34; 3.3.35	http://syriaca.org/keyword/male	9KL93RUC	163	Tiberius appointed Julian urban prefect in summer 580. He was the successor to Sebastian who had not managed to prevent violent riots in Constantinople since of large parts of the population protested against the supposed presence of pagans in the imperial government, as is noted in Joh. Eph., EH 3.32.	7K28WD3W	737-738	580			floruit	7K28WD3W	737-738			0580-12-31	death	7K28WD3W	737-738	Iulianus	7K28WD3W	PLRE 3	Iulianus 20#737-738	entry#p	
			Juliana		ܝܘܠܝܢܐ	9KL93RUC	73	3.2.12	73#3.2.12	p#ch							http://syriaca.org/keyword/female	9KL93RUC	73	Related to the emperor Anastasius and married to Marcellus, the brother of Justin II, Juliana belonged to the top echelons of the Constantinopolitan society. Joh. Eph., EH 2.12, recounts that she was persecuted for her miaphysite conviction and forced to perform menial tasks in a Chalcedonian monastery.	7K28WD3W	728	571-574			floruit	7K28WD3W	728		0574-12-31		death	7K28WD3W	728	Iuliana	7K28WD3W	PLRE 3	Iuliana 1#728	entry#p	
			Julius Caesar		ܝܘܠܝܘܣ ܩܣܪ	9KL93RUC	4	3.1.3	4#3.1.3	p#ch							http://syriaca.org/keyword/male	9KL93RUC	4	Julius Caesar was an important statesman of the Late Roman republic, ultimately ruling as dictator in perpetuity until his death on 15 March 44 BCE. Although he was not emperor, later writers often listed him as the first Roman emperor because of the unprecedented power he exerted. Joh. Eph., EH 1.3 mentions him as the starting point of his Ecclesiastical History.	5NKETXXN	II, 908-923	100-44 BCE			floruit	5NKETXXN	II, 908-923	0044-03-15 BCE			death	5NKETXXN	II, 908-923						https://en.wikipedia.org/wiki/Julius_Caesar
	2268		Justin I 		ܝܘܣܛܝܢܐ	9KL93RUC	50; 264	3.1.41; 3.5.14	50; 264#3.1.41; 3.5.14	p#ch							http://syriaca.org/keyword/male	9KL93RUC	50; 264	Justin, commander of the imperial bodyguard, managed to accede to the imperial throne in the chaotic situation after the death of Anastasius in 518. He was originally from the Illyrian prefecture and many Constantinopolitan aristocrats considered him as an illiterate parvenu. At the start of his reign, he changed the imperial religious policy, restored relations with Rome, declared the council of Chalcedon orthodox, and expelled miaphysite bishops such as Severus of Antioch.	6RXKPRGP	648-651	518-527	0518-07-10		floruit	6RXKPRGP	648-651	0527-08-01			death	6RXKPRGP	648-651	Iustinus	6RXKPRGP	PLRE 2	Iustinus 4#648-651	entry#p	https://en.wikipedia.org/wiki/Justin_I
	3229		Justin II		ܝܘܣܛܝܢܐ	9KL93RUC	4; 6; 23; 50; 71; 74; 91; 93; 112; 118; 119; 120; 121; 126; 127; 129; 131; 132; 133; 135; 138; 140; 146; 149; 150; 152; 154; 255; 262; 264; 269; 270; 278; 280; 282; 286; 305; 306; 319; 322; 325; 326; 327	3.1.3; 3.1.4; 3.1.5; 3.1.19; 3.1.41; 3.2.10; 3.2.12; 3.2.26; 3.2.28; 3.2.46; 3.3.1; 3.3.2; 3.3.5; 3.3.6; 3.3.7; 3.3.9; 3.3.10; 3.3.13; 3.3.14; 3.3.19; 3.3.22; 3.3.23; 3.3.24; 3.3.25; 3.3.27; 3.5.3; 3.5.13; 3.5.14; 3.5.18; 3.5.20; 3.6.2; 3.6.3; 3.6.4; 3.6.11; 3.6.12; 3.6.21; 3.6.23; 3.6.24; 3.6.25	4; 6; 23; 50; 71; 74; 91; 93; 112; 118; 119; 120; 121; 126; 127; 129; 131; 132; 133; 135; 138; 140; 146; 149; 150; 152; 154; 255; 262; 264; 269; 270; 278; 280; 282; 286; 305; 306; 319; 322; 325; 326; 327#3.1.3; 3.1.4; 3.1.5; 3.1.19; 3.1.41; 3.2.10; 3.2.12; 3.2.26; 3.2.28; 3.2.46; 3.3.1; 3.3.2; 3.3.5; 3.3.6; 3.3.7; 3.3.9; 3.3.10; 3.3.13; 3.3.14; 3.3.19; 3.3.22; 3.3.23; 3.3.24; 3.3.25; 3.3.27; 3.5.3; 3.5.13; 3.5.14; 3.5.18; 3.5.20; 3.6.2; 3.6.3; 3.6.4; 3.6.11; 3.6.12; 3.6.21; 3.6.23; 3.6.24; 3.6.25	p#ch	ܡܠܟܐ / ܩܣܪ ܕܪ̈ܗܘܡܝܐ / ܒܥܠܗ̇	9KL93RUC	10; 11; 16; 17; 23; 24; 25; 26; 31; 34; 36; 37; 38; 41; 42; 43; 44; 45; 55; 56; 57; 58; 66; 67; 68; 69; 72; 77; 80; 85; 87; 89; 90; 94; 95; 107; 114; 115; 118; 121; 122; 123; 125; 126; 127; 128; 129; 130; 131; 135; 136; 187; 188; 200; 255; 258; 275; 279; 280; 282; 283; 284; 285; 300; 303; 304; 305; 306; 321; 322; 323; 326#3.1.11; 3.1.16; 3.1.19; 3.1.20; 3.1.24; 3.1.26; 3.1.27; 3.1.28; 3.1.30; 3.1.31; 3.1.32; 3.1.34; 3.1.35; 3.2.2; 3.2.3; 3.2.4; 3.2.8; 3.2.9; 3.2.11; 3.2.15; 3.2.18; 3.2.19; 3.2.22; 3.2.24; 3.2.25; 3.2.26; 3.2.28; 3.2.29; 3.2.41; 3.2.48; 3.3.2; 3.3.3; 3.3.4; 3.3.5; 3.3.6; 3.3.7; 3.3.10; 3.4.8; 3.4.15; 3.5.3; 3.5.4; 3.5.7; 3.6.2; 3.6.3; 3.6.4; 3.6.9; 3.6.10; 3.6.11; 3.6.12; 3.6.23; 3.6.24	p#ch	10; 11; 16; 17; 23; 24; 25; 26; 31; 34; 36; 37; 38; 41; 42; 43; 44; 45; 55; 56; 57; 58; 66; 67; 68; 69; 72; 77; 80; 85; 87; 89; 90; 94; 95; 107; 114; 115; 118; 121; 122; 123; 125; 126; 127; 128; 129; 130; 131; 135; 136; 187; 188; 200; 255; 258; 275; 279; 280; 282; 283; 284; 285; 300; 303; 304; 305; 306; 321; 322; 323; 326	3.1.11; 3.1.16; 3.1.19; 3.1.20; 3.1.24; 3.1.26; 3.1.27; 3.1.28; 3.1.30; 3.1.31; 3.1.32; 3.1.34; 3.1.35; 3.2.2; 3.2.3; 3.2.4; 3.2.8; 3.2.9; 3.2.11; 3.2.15; 3.2.18; 3.2.19; 3.2.22; 3.2.24; 3.2.25; 3.2.26; 3.2.28; 3.2.29; 3.2.41; 3.2.48; 3.3.2; 3.3.3; 3.3.4; 3.3.5; 3.3.6; 3.3.7; 3.3.10; 3.4.8; 3.4.15; 3.5.3; 3.5.4; 3.5.7; 3.6.2; 3.6.3; 3.6.4; 3.6.9; 3.6.10; 3.6.11; 3.6.12; 3.6.23; 3.6.24	http://syriaca.org/keyword/male	9KL93RUC	4; 6; 23; 50; 71; 74; 91; 93; 112; 118; 119; 120; 121; 126; 127; 129; 131; 132; 133; 135; 138; 140; 146; 149; 150; 152; 154; 255; 262; 264; 269; 270; 278; 280; 282; 286; 305; 306; 319; 322; 325; 326; 327	Justin II was Roman emperor from 565 to 578. His mental illness increasingly affected his ability to rule and necessitated the installation of Tiberius as Caesar in late 574. Joh. Eph., EH 1-3, remembers Justin as a persecutor of the miaphysites in the early 570s and interprets his illness as divine punishment for his deeds.	7K28WD3W	754-756	565-578	0565-11-14		floruit	7K28WD3W	754-756	0578-10-04			death	7K28WD3W	754-756	Iustinus	7K28WD3W	PLRE 3	Iustinus 5#754-756	entry#p	https://en.wikipedia.org/wiki/Justin_II
	2284		Justinian I		ܝܘܣܛܝܢܝܢܐ	9KL93RUC	4; 51; 71; 93; 169; 171; 183; 262; 264; 320; 324	3.1.3; 3.1.42; 3.2.10; 3.2.28; 3.3.36; 3.3.37; 3.4.6; 3.5.13; 3.5.14; 3.6.22; 3.6.24	4; 51; 71; 93; 169; 171; 183; 262; 264; 320; 324#3.1.3; 3.1.42; 3.2.10; 3.2.28; 3.3.36; 3.3.37; 3.4.6; 3.5.13; 3.5.14; 3.6.22; 3.6.24	p#ch	ܡܠܟܐ	9KL93RUC	48; 71; 170; 171; 183; 184; 185; 186#3.1.39; 3.2.10; 3.3.36; 3.3.37; 3.4.6; 3.4.7	p#ch	48; 71; 170; 171; 183; 184; 185; 186	3.1.39; 3.2.10; 3.3.36; 3.3.37; 3.4.6; 3.4.7	http://syriaca.org/keyword/male	9KL93RUC	4; 51; 71; 93; 169; 171; 183; 262; 264; 320; 324	Emperor from 527 to 565, Justinian exerted a huge influence on the Roman Empire. Famous for the codification of Roman law and the reconquest of large parts of northern Africa and Italy, he was also theologically very active and suppressed the remnants of paganism and Christian minoritarian groups that were labelled as heretics. He supported John of Ephesus in his missionary campaigns in Asia Minor.	6RXKPRGP	645-648	527-565	0527-04-01		floruit	6RXKPRGP	645-648	0565-11-14			death	6RXKPRGP	645-648	Iustinianus	6RXKPRGP	PLRE 2	Iustinianus 7#645-648	entry#p	https://en.wikipedia.org/wiki/Justinian_I
			Justinian (patricius)		ܝܘܣܛܝܢܝܢܘܣ ܦܛܪܝܩܝܘܣ	9KL93RUC	84; 285; 300; 309; 330	3.2.20; 3.6.4; 3.6.8; 3.6.13; 3.6.27	84; 285; 300; 309; 330#3.2.20; 3.6.4; 3.6.8; 3.6.13; 3.6.27	p#ch							http://syriaca.org/keyword/male	9KL93RUC	84; 285; 300; 309; 330	A cousin of Justin II and son of Germanus, Justinian served as magister militum in the war against Persia from c.572 to 577, inflicting a heavy defeat on Khosrow in the battle of Melitene in 576. After a series of defeats, he was dismissed in 577. The date of his death is unknown, but western sources claim that he unsuccessfully plotted against Tiberius after 578. He is repeatedly mentioned as Roman commander in Joh. Eph., EH 6.4, 6.8, and 6.13.	7K28WD3W	744-747	572-577			floruit	7K28WD3W	744-747		0577-12-31		death	7K28WD3W	744-747	Iustinianus	7K28WD3W	PLRE 3	Iustinianus 3#744-747	entry#p	https://en.wikipedia.org/wiki/Justinian_(magister_militum_per_Orientem)
